ticker,prefixed,name,sector,industry,date,close,chg20,volume,score,passed,uptrend
SH688167,sh688167,炬光科技,,半导体,2026-08-31,289.99,63.2,285232360810,1.0,uptrend,5/8
SH688313,sh688313,仕佳光子,,通信设备,2026-08-31,157.93,63.2,374126218513,1.0,uptrend,6/8
SH600367,sh600367,红星发展,,化学原料,2026-08-31,41.07,60.3,1999944299,1.0,uptrend,5/8
SH601869,sh601869,长飞光纤,,通信设备,2026-08-31,418.57,59.8,5412145999,1.0,uptrend,5/8
SH601886,sh601886,江河集团,,装修装饰Ⅱ,2026-08-31,13.71,58.3,328884430,1.0,uptrend,8/8
SH688205,sh688205,德科立,,通信设备,2026-08-31,184.77,57.5,185251804942,1.0,uptrend,6/8
SH603626,sh603626,科森科技,,消费电子,2026-08-31,20.78,56.8,868938636,1.0,uptrend,7/8
SH600206,sh600206,有研新材,,半导体,2026-08-31,51.72,56.2,5621398853,1.0,uptrend,5/8
SH600722,sh600722,金牛化工,,化学原料,2026-08-31,16.8,55.4,1684935797,1.0,uptrend,8/8
SH600227,sh600227,赤天化,,农化制品,2026-08-31,5.04,54.6,851887685,1.0,uptrend,8/8
SH603618,sh603618,杭电股份,,电网设备,2026-08-31,34.99,52.5,2743335518,1.0,uptrend,5/8
SH600664,sh600664,哈药股份,,化学制药,2026-08-31,9.12,52.3,3266554473,1.0,uptrend,7/8
SH603330,sh603330,天洋新材,,塑料,2026-08-31,10.55,51.8,713374845,1.0,uptrend,7/8
SH603838,sh603838,*ST四通,,家居用品,2026-08-31,11.65,51.3,42131810,1.0,uptrend,7/8
SH600172,sh600172,黄河旋风,,通用设备,2026-08-31,14.46,50.8,2328361788,1.0,uptrend,5/8
SH688808,sh688808,联讯仪器,,通用设备,2026-08-31,2441.96,50.4,240774066032,1.0,uptrend,5/7
SH600183,sh600183,生益科技,,元件,2026-08-31,153.4,50.3,10396778447,1.0,uptrend,5/8
SH688185,sh688185,康希诺,,生物制品,2026-08-31,75.41,49.4,54657687493,1.0,uptrend,7/8
SH601700,sh601700,风范股份,,电网设备,2026-08-31,8.02,49.1,1359811112,1.0,uptrend,8/8
SH688025,sh688025,杰普特,,自动化设备,2026-08-31,398.0,48.7,155808345693,1.0,uptrend,5/8
SH605179,sh605179,一鸣食品,,饮料乳品,2026-08-31,31.52,47.9,913931590,1.0,uptrend,6/8
SH688655,sh688655,迅捷兴,,元件,2026-08-31,43.4,47.7,43295133150,1.0,uptrend,7/8
SH688686,sh688686,奥普特,,自动化设备,2026-08-31,150.15,46.4,24288319032,1.0,uptrend,5/8
SH688677,sh688677,海泰新光,,医疗器械,2026-08-31,94.0,46.3,87475602060,1.0,uptrend,6/8
SH600540,sh600540,新赛股份,,种植业,2026-08-31,5.56,45.2,158990929,1.0,uptrend,7/8
SH688209,sh688209,英集芯,,半导体,2026-08-31,28.75,45.1,33601730268,1.0,uptrend,7/8
SH600110,sh600110,诺德股份,,电池,2026-08-31,12.03,44.8,1834794104,1.0,uptrend,5/8
SH603011,sh603011,合锻智能,,专用设备,2026-08-31,26.8,44.1,1659962519,1.0,uptrend,5/8
SH688026,sh688026,洁特生物,,医疗器械,2026-08-31,18.82,44.0,11156747612,1.0,uptrend,7/8
SH600869,sh600869,远东股份,,电网设备,2026-08-31,19.08,43.9,2971746108,1.0,uptrend,5/8
SH603922,sh603922,ST金鸿顺,,汽车零部件,2026-08-31,14.94,43.8,21389599,1.0,uptrend,5/8
SH603880,sh603880,南卫股份,,医疗器械,2026-08-31,9.53,43.7,128330263,1.0,uptrend,8/8
SH688203,sh688203,海正生材,,塑料,2026-08-31,14.12,43.6,9050777625,1.0,uptrend,8/8
SH688215,sh688215,瑞晟智能,,自动化设备,2026-08-31,46.55,43.1,7109437084,1.0,uptrend,6/8
SH603038,sh603038,华立股份,,装修建材,2026-08-31,17.94,42.8,159598916,1.0,uptrend,8/8
SH688115,sh688115,思林杰,,通用设备,2026-08-31,66.09,41.8,17123619442,1.0,uptrend,6/8
SH688090,sh688090,瑞松科技,,自动化设备,2026-08-31,69.4,41.7,62257746220,1.0,uptrend,5/8
SH603217,sh603217,元利科技,,化学制品,2026-08-31,30.15,41.6,133373092,1.0,uptrend,8/8
SH688333,sh688333,铂力特,,通用设备,2026-08-31,117.27,41.6,141520676563,1.0,uptrend,8/8
SH688138,sh688138,清溢光电,,半导体,2026-08-31,37.97,41.5,32481598136,1.0,uptrend,5/8
SH600601,sh600601,方正科技,,元件,2026-08-31,12.79,41.2,2687287699,1.0,uptrend,5/8
SH603118,sh603118,共进股份,,通信设备,2026-08-31,18.6,41.1,2010656015,1.0,uptrend,8/8
SH600378,sh600378,昊华科技,,化学制品,2026-08-31,53.01,40.6,2984455492,1.0,uptrend,5/8
SH600714,sh600714,金瑞矿业,,化学原料,2026-08-31,18.53,40.2,430898636,1.0,uptrend,6/8
SH600683,sh600683,京投发展,,房地产开发,2026-08-31,11.09,39.3,445291659,1.0,uptrend,7/8
SH688202,sh688202,美迪西,,医疗服务,2026-08-31,95.45,38.6,99452445693,1.0,uptrend,5/8
SH600186,sh600186,莲花控股,,调味发酵品Ⅱ,2026-08-31,11.57,38.4,3075447485,1.0,uptrend,6/8
SH603358,sh603358,华达科技,,汽车零部件,2026-08-31,49.72,38.1,539298960,1.0,uptrend,7/8
SH600403,sh600403,大有能源,,煤炭开采,2026-08-31,7.65,37.8,860135434,1.0,uptrend,7/8
SH600547,sh600547,山东黄金,,贵金属,2026-08-31,37.85,37.3,3679809664,1.0,uptrend,8/8
SH600508,sh600508,上海能源,,煤炭开采,2026-08-31,11.86,37.1,325235776,1.0,uptrend,8/8
SH603757,sh603757,大元泵业,,通用设备,2026-08-31,69.38,37.0,761758260,1.0,uptrend,5/8
SH688152,sh688152,麒麟信安,,软件开发,2026-08-31,37.55,36.8,14773180983,1.0,uptrend,8/8
SH688678,sh688678,福立旺,,消费电子,2026-08-31,21.21,36.7,33588030956,1.0,uptrend,5/8
SH688046,sh688046,药康生物,,医疗服务,2026-08-31,31.91,36.4,69648140682,1.0,uptrend,5/8
SH603950,sh603950,长源东谷,,汽车零部件,2026-08-31,65.84,36.3,551316182,1.0,uptrend,5/8
SH688061,sh688061,灿瑞科技,,半导体,2026-08-31,45.43,36.1,8212471217,1.0,uptrend,5/8
SH605168,sh605168,三人行,,广告营销,2026-08-31,48.14,36.0,278332762,1.0,uptrend,6/8
SH603990,sh603990,麦迪科技,,软件开发,2026-08-31,22.19,35.9,613943841,1.0,uptrend,5/8
SH600354,sh600354,敦煌种业,,种植业,2026-08-31,8.29,35.7,573377856,1.0,uptrend,8/8
SH601609,sh601609,金田股份,,工业金属,2026-08-31,13.49,35.7,828598356,1.0,uptrend,7/8
SH603159,sh603159,上海亚虹,,专用设备,2026-08-31,24.4,35.7,69373146,1.0,uptrend,7/8
SH603236,sh603236,移远通信,,通信设备,2026-08-31,61.64,35.7,915312123,1.0,uptrend,7/8
SH600610,sh600610,中毅达,,化学原料,2026-08-31,9.63,35.6,436756902,1.0,uptrend,8/8
SH603303,sh603303,得邦照明,,照明设备Ⅱ,2026-08-31,25.42,35.6,61620556,1.0,uptrend,6/8
SH601212,sh601212,白银有色,,工业金属,2026-08-31,6.87,35.5,2065047168,1.0,uptrend,6/8
SH601101,sh601101,昊华能源,,煤炭开采,2026-08-31,15.02,35.3,723897507,1.0,uptrend,8/8
SH688183,sh688183,生益电子,,元件,2026-08-31,128.88,35.3,207884847378,1.0,uptrend,6/8
SH603151,sh603151,邦基科技,,饲料,2026-08-31,16.79,35.1,80361391,1.0,uptrend,7/8
SH603391,sh603391,力聚热能,,专用设备,2026-08-31,72.44,34.7,153970675,1.0,uptrend,7/8
SH688002,sh688002,睿创微纳,,军工电子Ⅱ,2026-08-31,185.0,34.4,189145003787,1.0,uptrend,7/8
SH603938,sh603938,三孚股份,,化学原料,2026-08-31,45.66,34.3,736674260,1.0,uptrend,5/8
SH600785,sh600785,新华百货,,一般零售,2026-08-31,11.51,33.4,280092630,1.0,uptrend,7/8
SH603113,sh603113,金能科技,,化学原料,2026-08-31,6.07,33.1,135161998,1.0,uptrend,8/8
SH605177,sh605177,东亚药业,,化学制药,2026-08-31,21.67,32.5,80769554,1.0,uptrend,8/8
SH603095,sh603095,越剑智能,,专用设备,2026-08-31,16.4,31.9,175418135,1.0,uptrend,6/8
SH603629,sh603629,利通电子,,消费电子,2026-08-31,122.16,31.2,5511207979,1.0,uptrend,5/8
SH688653,sh688653,康希通信,,半导体,2026-08-31,14.44,31.2,25249136951,1.0,uptrend,5/8
SH603012,sh603012,创力集团,,专用设备,2026-08-31,10.45,30.6,355493638,1.0,uptrend,7/8
SH688073,sh688073,毕得医药,,医疗服务,2026-08-31,60.48,30.5,43925012520,1.0,uptrend,5/8
SH603268,sh603268,松发股份,,航海装备Ⅱ,2026-08-31,194.23,29.8,1236299465,1.0,uptrend,8/8
SH600379,sh600379,宝光股份,,电网设备,2026-08-31,14.56,29.7,340591441,1.0,uptrend,5/8
SH688329,sh688329,艾隆科技,,自动化设备,2026-08-31,22.98,29.7,3142127745,1.0,uptrend,8/8
SH603912,sh603912,佳力图,,通用设备,2026-08-31,9.24,29.6,284522910,1.0,uptrend,7/8
SH603228,sh603228,景旺电子,,元件,2026-08-31,96.49,29.1,4511417831,1.0,uptrend,7/8
SH603373,sh603373,安邦护卫,,专业服务,2026-08-31,42.88,29.1,101485082,1.0,uptrend,7/8
SH603903,sh603903,中持股份,,环境治理,2026-08-31,14.18,28.3,149459422,1.0,uptrend,5/8
SH603687,sh603687,大胜达,,包装印刷,2026-08-31,16.01,28.2,297726175,1.0,uptrend,5/8
SH600985,sh600985,淮北矿业,,煤炭开采,2026-08-31,18.74,28.1,542856007,1.0,uptrend,8/8
SH605303,sh605303,园林股份,,基础建设,2026-08-31,24.55,28.1,94958534,1.0,uptrend,7/8
SH603828,sh603828,*ST利达,,装修装饰Ⅱ,2026-08-31,5.19,27.8,15754758,1.0,uptrend,7/8
SH601666,sh601666,平煤股份,,煤炭开采,2026-08-31,10.06,27.7,412240065,1.0,uptrend,7/8
SH603270,sh603270,金帝股份,,通用设备,2026-08-31,30.25,27.6,117277374,1.0,uptrend,5/8
SH603255,sh603255,鼎际得,,化学制品,2026-08-31,32.21,27.5,48278120,1.0,uptrend,5/8
SH688231,sh688231,隆达股份,,金属新材料,2026-08-31,32.6,27.5,13737915696,1.0,uptrend,5/8
SH603823,sh603823,百合花,,化学制品,2026-08-31,65.42,27.1,1599955310,1.0,uptrend,6/8
SH603637,sh603637,镇海股份,,专业工程,2026-08-31,15.39,27.0,140074702,1.0,uptrend,7/8
SH688701,sh688701,卓锦股份,,环境治理,2026-08-31,9.39,26.9,2285155256,1.0,uptrend,8/8
SH601579,sh601579,会稽山,,非白酒,2026-08-31,19.35,26.6,374083089,1.0,uptrend,6/8
SH603045,sh603045,福达合金,,金属新材料,2026-08-31,58.82,26.4,488299260,1.0,uptrend,5/8
SH603175,sh603175,超颖电子,,元件,2026-08-31,93.69,26.4,229287963,1.0,uptrend,6/8
SH603396,sh603396,金辰股份,,光伏设备,2026-08-31,30.86,26.1,152163602,1.0,uptrend,7/8
SH603559,sh603559,中通国脉,,通信服务,2026-08-31,10.54,26.1,179470905,1.0,uptrend,7/8
SH688114,sh688114,华大智造,,医疗器械,2026-08-31,62.62,25.8,88990796585,1.0,uptrend,5/8
SH603976,sh603976,正川股份,,医疗器械,2026-08-31,30.45,25.7,110402430,1.0,uptrend,8/8
SH688646,sh688646,逸飞激光,,自动化设备,2026-08-31,72.28,25.7,14741533604,1.0,uptrend,6/8
SH600857,sh600857,宁波中百,,一般零售,2026-08-31,20.12,25.5,132507541,1.0,uptrend,5/8
SH605162,sh605162,新中港,,电力,2026-08-31,10.59,25.5,281023914,1.0,uptrend,8/8
SH601137,sh601137,博威合金,,金属新材料,2026-08-31,21.35,25.2,349485779,1.0,uptrend,6/8
SH603036,sh603036,如通股份,,专用设备,2026-08-31,15.96,25.1,123391917,1.0,uptrend,6/8
SH605258,sh605258,协和电子,,元件,2026-08-31,30.75,25.1,74966496,1.0,uptrend,6/8
SH688053,sh688053,ST思科瑞,,军工电子Ⅱ,2026-08-31,39.55,25.1,2084980131,1.0,uptrend,7/8
SH600256,sh600256,广汇能源,,煤炭开采,2026-08-31,6.76,25.0,764590114,1.0,uptrend,8/8
SH603688,sh603688,石英股份,,非金属材料Ⅱ,2026-08-31,51.1,25.0,737024396,1.0,uptrend,5/8
SH688178,sh688178,万德斯,,环境治理,2026-08-31,29.96,25.0,4412860410,1.0,uptrend,5/8
SH601118,sh601118,海南橡胶,,种植业,2026-08-31,6.49,24.8,700731827,1.0,uptrend,8/8
SH603082,sh603082,北自科技,,自动化设备,2026-08-31,44.6,24.8,234026302,1.0,uptrend,8/8
SH600188,sh600188,兖矿能源,,煤炭开采,2026-08-31,23.62,24.6,1195371146,1.0,uptrend,6/8
SH688710,sh688710,益诺思,,医疗服务,2026-08-31,86.1,24.5,33189394333,1.0,uptrend,5/8
SH600228,sh600228,返利科技,,数字媒体,2026-08-31,8.86,24.4,249791278,1.0,uptrend,6/8
SH600313,sh600313,农发种业,,种植业,2026-08-31,7.18,24.4,647421271,1.0,uptrend,8/8
SH600460,sh600460,士兰微,,半导体,2026-08-31,34.16,24.4,4024223942,1.0,uptrend,5/8
SH603395,sh603395,红四方,,农化制品,2026-08-31,29.1,24.3,305888938,1.0,uptrend,7/8
SH605198,sh605198,安德利,,农产品加工,2026-08-31,67.75,24.3,258175511,1.0,uptrend,7/8
SH688279,sh688279,峰岹科技,,半导体,2026-08-31,197.5,24.0,39796132526,1.0,uptrend,5/8
SH688228,sh688228,开普云,,IT服务Ⅱ,2026-08-31,82.62,23.9,21057089138,1.0,uptrend,5/8
SH688131,sh688131,皓元医药,,医疗服务,2026-08-31,93.0,23.7,63404022264,1.0,uptrend,5/8
SH603048,sh603048,浙江黎明,,汽车零部件,2026-08-31,23.41,23.5,50032762,1.0,uptrend,8/8
SH601233,sh601233,桐昆股份,,炼化及贸易,2026-08-31,27.66,23.4,1086880914,1.0,uptrend,8/8
SH600562,sh600562,国睿科技,,军工电子Ⅱ,2026-08-31,30.29,23.3,310953829,1.0,uptrend,8/8
SH603897,sh603897,长城科技,,电网设备,2026-08-31,31.16,23.3,485963711,1.0,uptrend,5/8
SH600479,sh600479,千金药业,,中药Ⅱ,2026-08-31,12.15,23.2,262781651,1.0,uptrend,7/8
SH603150,sh603150,万朗磁塑,,塑料,2026-08-31,56.9,23.2,78857041,1.0,uptrend,5/8
SH603177,sh603177,德创环保,,环境治理,2026-08-31,11.05,22.9,77425639,1.0,uptrend,7/8
SH603995,sh603995,甬金股份,,特钢Ⅱ,2026-08-31,25.25,22.9,187418022,1.0,uptrend,6/8
SH600345,sh600345,长江通信,,通信设备,2026-08-31,50.75,22.8,452452435,1.0,uptrend,5/8
SH603378,sh603378,*ST亚士,,装修建材,2026-08-31,6.48,22.7,56144355,1.0,uptrend,8/8
SH600395,sh600395,盘江股份,,煤炭开采,2026-08-31,5.94,22.5,211438247,1.0,uptrend,8/8
SH603758,sh603758,秦安股份,,汽车零部件,2026-08-31,11.61,22.5,260520215,1.0,uptrend,5/8
SH601699,sh601699,潞安环能,,煤炭开采,2026-08-31,17.95,22.3,599995025,1.0,uptrend,7/8
SH603615,sh603615,茶花股份,,家居用品,2026-08-31,18.8,22.3,84321620,1.0,uptrend,7/8
SH601898,sh601898,中煤能源,,煤炭开采,2026-08-31,16.19,22.0,678387445,1.0,uptrend,8/8
SH600482,sh600482,中国动力,,其他电源设备Ⅱ,2026-08-31,32.86,21.9,617539700,1.0,uptrend,5/8
SH688222,sh688222,成都先导,,医疗服务,2026-08-31,32.24,21.9,85782232542,1.0,uptrend,5/8
SH600251,sh600251,冠农股份,,农产品加工,2026-08-31,11.43,21.6,218974464,1.0,uptrend,8/8
SH603009,sh603009,北特科技,,汽车零部件,2026-08-31,47.76,21.6,423421536,1.0,uptrend,5/8
SH603176,sh603176,汇通集团,,基础建设,2026-08-31,5.41,21.6,22799704,1.0,uptrend,8/8
SH605169,sh605169,洪通燃气,,燃气Ⅱ,2026-08-31,12.33,21.5,56421145,1.0,uptrend,8/8
SH603282,sh603282,亚光股份,,环保设备Ⅱ,2026-08-31,17.47,21.4,24412691,1.0,uptrend,7/8
SH688077,sh688077,大地熊,,金属新材料,2026-08-31,28.4,21.4,10654227072,1.0,uptrend,5/8
SH603803,sh603803,瑞斯康达,,通信设备,2026-08-31,11.5,21.3,284780846,1.0,uptrend,6/8
SH688320,sh688320,禾川科技,,自动化设备,2026-08-31,35.11,21.3,14131434813,1.0,uptrend,5/8
SH688018,sh688018,乐鑫科技,,半导体,2026-08-31,125.69,21.2,55025661973,1.0,uptrend,5/8
SH688105,sh688105,诺唯赞,,生物制品,2026-08-31,20.87,21.1,43465757388,1.0,uptrend,5/8
SH688309,sh688309,恒誉科技,,环保设备Ⅱ,2026-08-31,77.88,21.1,17276854879,1.0,uptrend,7/8
SH688702,sh688702,盛科通信-U,,半导体,2026-08-31,390.0,21.1,338850657115,1.0,uptrend,5/8
SH600316,sh600316,洪都航空,,航空装备Ⅱ,2026-08-31,31.41,21.0,394841588,1.0,uptrend,7/8
SH605287,sh605287,德才股份,,装修装饰Ⅱ,2026-08-31,41.58,21.0,192034654,1.0,uptrend,5/8
SH688758,sh688758,赛分科技,,化学制药,2026-08-31,27.81,20.9,35909002762,1.0,uptrend,5/8
SH603588,sh603588,高能环境,,环境治理,2026-08-31,15.34,20.8,885615656,1.0,uptrend,5/8
SH605158,sh605158,华达新材,,金属新材料,2026-08-31,8.29,20.8,42236459,1.0,uptrend,8/8
SH603042,sh603042,华脉科技,,通信设备,2026-08-31,14.26,20.7,118917304,1.0,uptrend,6/8
SH600737,sh600737,中粮糖业,,农产品加工,2026-08-31,15.04,20.6,1195545866,1.0,uptrend,7/8
SH603900,sh603900,莱绅通灵,,饰品,2026-08-31,7.07,20.6,109531718,1.0,uptrend,6/8
SH600988,sh600988,赤峰黄金,,贵金属,2026-08-31,46.81,20.5,3406779242,1.0,uptrend,6/8
SH603259,sh603259,药明康德,,医疗服务,2026-08-31,154.78,20.5,10921638233,1.0,uptrend,5/8
SH601918,sh601918,新集能源,,煤炭开采,2026-08-31,11.09,20.3,446260952,1.0,uptrend,7/8
SH600359,sh600359,新农开发,,种植业,2026-08-31,7.34,20.1,129559220,1.0,uptrend,8/8
SH603089,sh603089,正裕工业,,汽车零部件,2026-08-31,10.46,20.1,82696895,1.0,uptrend,6/8
SH600250,sh600250,南京商旅,,旅游及景区,2026-08-31,10.14,19.4,186824274,1.0,uptrend,7/8
SH603102,sh603102,百合股份,,食品加工,2026-08-31,39.77,19.4,198607724,1.0,uptrend,6/8
SH603333,sh603333,福华尚纬,,电网设备,2026-08-31,10.11,19.4,238090687,1.0,uptrend,8/8
SH603886,sh603886,元祖股份,,休闲食品,2026-08-31,12.69,19.4,84534423,1.0,uptrend,6/8
SH688330,sh688330,宏力达,,电网设备,2026-08-31,39.28,18.7,4967944154,1.0,uptrend,7/8
SH600391,sh600391,航发科技,,航空装备Ⅱ,2026-08-31,34.5,18.6,282107958,1.0,uptrend,7/8
SH603429,sh603429,*ST集友,,包装印刷,2026-08-31,9.04,18.3,25640640,1.0,uptrend,6/8
SH603132,sh603132,金徽股份,,工业金属,2026-08-31,19.7,18.1,208213135,1.0,uptrend,8/8
SH603578,sh603578,三星新材,,家电零部件Ⅱ,2026-08-31,13.37,17.9,55522399,1.0,uptrend,6/8
SH688192,sh688192,迪哲医药-U,,化学制药,2026-08-31,58.28,17.9,53339678148,1.0,uptrend,5/8
SH600969,sh600969,郴电国际,,电力,2026-08-31,9.81,17.8,119256233,1.0,uptrend,7/8
SH601069,sh601069,西部黄金,,贵金属,2026-08-31,29.96,17.6,1096001001,1.0,uptrend,7/8
SH603318,sh603318,水发燃气,,燃气Ⅱ,2026-08-31,10.06,17.5,455748887,1.0,uptrend,7/8
SH603825,sh603825,ST华扬,,广告营销,2026-08-31,8.67,17.5,20748583,1.0,uptrend,7/8
SH600095,sh600095,湘财股份,,证券Ⅱ,2026-08-31,9.52,17.4,463295159,1.0,uptrend,7/8
SH603466,sh603466,风语筑,,数字媒体,2026-08-31,11.88,17.4,762579732,1.0,uptrend,5/8
SH688697,sh688697,纽威数控,,通用设备,2026-08-31,15.59,17.4,16222559281,1.0,uptrend,8/8
SH603406,sh603406,天富龙,,化学纤维,2026-08-31,32.0,17.3,90967702,1.0,uptrend,7/8
SH603917,sh603917,合力科技,,汽车零部件,2026-08-31,13.44,17.3,39925365,1.0,uptrend,8/8
SH605003,sh605003,众望布艺,,服装家纺,2026-08-31,23.3,17.3,30353929,1.0,uptrend,6/8
SH688217,sh688217,睿昂基因,,医疗器械,2026-08-31,25.38,17.3,2616755667,1.0,uptrend,6/8
SH603162,sh603162,海通发展,,航运港口,2026-08-31,12.47,17.2,454412880,1.0,uptrend,7/8
SH688656,sh688656,浩欧博,,医疗器械,2026-08-31,96.44,17.1,6489260798,1.0,uptrend,5/8
SH601020,sh601020,华钰矿业,,工业金属,2026-08-31,23.2,17.0,789543660,1.0,uptrend,6/8
SH603565,sh603565,中谷物流,,航运港口,2026-08-31,12.81,16.9,360104224,1.0,uptrend,7/8
SH603725,sh603725,天安新材,,家居用品,2026-08-31,11.12,16.9,239871486,1.0,uptrend,5/8
SH603709,sh603709,中源家居,,家居用品,2026-08-31,12.57,16.8,53718653,1.0,uptrend,6/8
SH603790,sh603790,雅运股份,,化学制品,2026-08-31,23.88,16.6,122984060,1.0,uptrend,5/8
SH688011,sh688011,新光光电,,军工电子Ⅱ,2026-08-31,79.98,16.6,18874406364,1.0,uptrend,6/8
SH600629,sh600629,华建集团,,工程咨询服务Ⅱ,2026-08-31,16.33,16.5,526470602,1.0,uptrend,7/8
SH603112,sh603112,华翔股份,,家电零部件Ⅱ,2026-08-31,16.92,16.5,164904042,1.0,uptrend,6/8
SH605319,sh605319,无锡振华,,汽车零部件,2026-08-31,26.96,16.5,76523160,1.0,uptrend,8/8
SH688136,sh688136,科兴制药,,生物制品,2026-08-31,20.75,16.5,20367841922,1.0,uptrend,5/8
SH688310,sh688310,迈得医疗,,自动化设备,2026-08-31,15.45,16.3,3718499347,1.0,uptrend,5/8
SH600490,sh600490,鹏欣资源,,工业金属,2026-08-31,7.74,16.2,538174729,1.0,uptrend,6/8
SH600551,sh600551,时代出版,,出版,2026-08-31,8.25,16.2,50307344,1.0,uptrend,8/8
SH605286,sh605286,同力天启,,专用设备,2026-08-31,26.7,16.2,198336116,1.0,uptrend,5/8
SH601086,sh601086,国芳集团,,一般零售,2026-08-31,9.17,16.1,104584442,1.0,uptrend,8/8
SH603703,sh603703,盛洋科技,,光学光电子,2026-08-31,10.31,16.1,129126134,1.0,uptrend,5/8
SH600489,sh600489,中金黄金,,贵金属,2026-08-31,25.62,16.0,2724235248,1.0,uptrend,6/8
SH601138,sh601138,工业富联,,消费电子,2026-08-31,64.84,16.0,9110760953,1.0,uptrend,5/8
SH600531,sh600531,豫光金铅,,工业金属,2026-08-31,13.65,15.9,926550374,1.0,uptrend,6/8
SH600546,sh600546,山煤国际,,煤炭开采,2026-08-31,14.26,15.7,350142961,1.0,uptrend,7/8
SH603058,sh603058,永吉股份,,包装印刷,2026-08-31,10.32,15.7,103626165,1.0,uptrend,6/8
SH603121,sh603121,华培动力,,汽车零部件,2026-08-31,13.47,15.7,93334714,1.0,uptrend,6/8
SH603619,sh603619,中曼石油,,油服工程,2026-08-31,24.5,15.7,801887703,1.0,uptrend,5/8
SH603079,sh603079,圣达生物,,化学制品,2026-08-31,13.19,15.4,158102082,1.0,uptrend,6/8
SH603172,sh603172,万丰股份,,化学制品,2026-08-31,18.85,15.4,37112416,1.0,uptrend,7/8
SH603356,sh603356,华菱精工,,专用设备,2026-08-31,17.21,15.3,40611541,1.0,uptrend,5/8
SH688338,sh688338,赛科希德,,医疗器械,2026-08-31,30.01,15.3,5228273812,1.0,uptrend,6/8
SH603088,sh603088,宁波精达,,通用设备,2026-08-31,10.62,15.2,85533918,1.0,uptrend,7/8
SH603200,sh603200,上海洗霸,,环境治理,2026-08-31,42.34,15.2,331890405,1.0,uptrend,6/8
SH605296,sh605296,神农集团,,养殖业,2026-08-31,33.73,15.2,101447496,1.0,uptrend,8/8
SH688049,sh688049,炬芯科技,,半导体,2026-08-31,45.78,15.1,28709955133,1.0,uptrend,5/8
SH603139,sh603139,康惠股份,,中药Ⅱ,2026-08-31,38.09,15.0,73970417,1.0,uptrend,5/8
SH603819,sh603819,神力股份,,电机Ⅱ,2026-08-31,15.06,15.0,87701279,1.0,uptrend,7/8
SH688169,sh688169,石头科技,,小家电,2026-08-31,127.48,15.0,86561818499,1.0,uptrend,6/8
SH600971,sh600971,恒源煤电,,煤炭开采,2026-08-31,9.19,14.9,178849445,1.0,uptrend,8/8
SH601083,sh601083,锦江航运,,航运港口,2026-08-31,13.25,14.9,156364875,1.0,uptrend,8/8
SH605086,sh605086,龙高股份,,非金属材料Ⅱ,2026-08-31,26.18,14.9,43974863,1.0,uptrend,6/8
SH603182,sh603182,嘉华股份,,农产品加工,2026-08-31,13.9,14.8,31409931,1.0,uptrend,6/8
SH605080,sh605080,浙江自然,,文娱用品,2026-08-31,23.07,14.8,62813674,1.0,uptrend,7/8
SH605180,sh605180,华生科技,,纺织制造,2026-08-31,13.32,14.8,48989452,1.0,uptrend,5/8
SH688659,sh688659,元琛科技,,化学制品,2026-08-31,10.53,14.8,3020910062,1.0,uptrend,6/8
SH600156,sh600156,华升股份,,纺织制造,2026-08-31,8.66,14.7,127928513,1.0,uptrend,5/8
SH603216,sh603216,梦天家居,,家居用品,2026-08-31,22.65,14.7,80807711,1.0,uptrend,5/8
