ticker,prefixed,name,sector,industry,date,close,chg20,m,chg1,uptrend,market_cap
KHC,usKHC.OQ,The Kraft Heinz Company Common Stock,必需消费,食品,2026-09-01,25.46,-2.9,1.15,0.75,7/8,29396570961.0
KRYS,usKRYS.OQ,Krystal Biotech Inc. Common Stock,医疗保健,生物医药,2026-09-01,363.84,12.0,2.04,1.25,6/8,10648477239.0
LILAK,usLILAK.OQ,Liberty Latin America Ltd. Class C Common Stock,Telecommunications,广播电视,2026-09-01,8.47,2.2,-0.02,-0.94,5/8,1678863000.0
LMB,usLMB.OQ,Limbach Holdings Inc. Common Stock,非必需消费,非银行金融,2026-09-01,44.79,-41.9,8.3,8.66,5/8,505858203.0
LFST,usLFST.OQ,LifeStance Health Group Inc. Common Stock,医疗保健,医疗服务,2026-09-01,12.6,22.8,2.17,1.94,6/8,4641975649.0
LIVN,usLIVN.OQ,LivaNova PLC Ordinary Shares,医疗保健,医疗器械,2026-09-01,80.16,-6.1,0.19,0.44,6/8,4405827755.0
LNTH,usLNTH.OQ,Lantheus Holdings Inc. Common Stock,医疗保健,医疗器械,2026-09-01,100.88,-0.2,0.07,-0.08,5/8,6580760243.0
LOPE,usLOPE.OQ,Grand Canyon Education Inc. Common Stock,房地产,教育,2026-09-01,150.09,-0.5,0.43,1.32,7/8,3877695554.0
LZ,usLZ.OQ,LegalZoom.com Inc. Common Stock,科技,专业服务,2026-09-01,6.14,-26.9,-0.47,-1.44,6/8,1010462391.0
MDB,usMDB.OQ,MongoDB Inc. Class A Common Stock,科技,计算机软件,2026-09-01,434.21,14.3,-3.24,-4.23,6/8,32664209874.0
METC,usMETC.OQ,Ramaco Resources Inc. Class A Common Stock,能源,煤炭,2026-09-01,14.01,45.3,0.94,-1.62,8/8,805030635.0
MEOH,usMEOH.OQ,Methanex Corporation Common Stock,工业,化学原料,2026-09-01,60.12,12.3,2.88,1.98,5/8,4404347493.0
META,usMETA.OQ,Meta Platforms Inc. Class A Common Stock,科技,互联网服务,2026-09-01,578.54,-1.6,0.83,1.08,7/8,1467720236472.0
MDGL,usMDGL.OQ,Madrigal Pharmaceuticals Inc. Common Stock,医疗保健,生物医药,2026-09-01,538.71,6.1,-0.03,-0.24,5/8,12450351419.0
MNDY,usMNDY.OQ,monday.com Ltd. Ordinary Shares,科技,计算机软件,2026-09-01,96.51,2.9,-4.14,-4.58,5/8,3971037667.0
MKTX,usMKTX.OQ,MarketAxess Holdings Inc. Common Stock,金融,非银行金融,2026-09-01,162.65,0.7,0.02,0.01,5/8,5719548645.0
MQ,usMQ.OQ,Marqeta Inc. Class A Common Stock,科技,互联网服务,2026-09-01,16.17,-9.9,-1.36,-1.52,5/8,1673909251.0
MRX,usMRX.OQ,Marex Group Limited Ordinary Shares,金融,非银行金融,2026-09-01,72.62,13.5,0.35,0.19,6/8,5346460204.0
MSFT,usMSFT.OQ,Microsoft Corporation Common Stock,科技,计算机软件,2026-09-01,501.02,1.9,-1.51,-1.24,7/8,3685818015368.0
MDLN,usMDLN.OQ,Medline Inc. Class A Common Stock,医疗保健,医疗器械,2026-09-01,35.11,-16.5,0.24,0.23,6/8,45462585073.0
MLAB,usMLAB.OQ,Mesa Laboratories Inc. Common Stock,工业,电子设备制造,2026-09-01,125.47,24.2,-2.22,-1.88,5/8,711514743.0
NBIX,usNBIX.OQ,Neurocrine Biosciences Inc. Common Stock,医疗保健,生物医药,2026-09-01,156.76,-5.6,1.52,1.77,6/8,15917245253.0
MMED,usMMED.OQ,MiniMed Group Inc. Common Stock,医疗保健,医疗器械,2026-09-01,22.42,18.1,11.78,10.66,7/8,5483510155.0
NEXT,usNEXT.OQ,NextDecade Corporation Common Stock,公用事业,非银行金融,2026-09-01,7.62,16.9,2.12,1.06,6/8,1959124787.0
NICE,usNICE.OQ,NICE Ltd American Depositary Shares,科技,计算机软件,2026-09-01,106.59,3.2,-1.52,-2.37,6/8,6005701938.0
NCNO,usNCNO.OQ,nCino Inc. Common Stock,科技,计算机软件,2026-09-01,22.3,14.4,-2.44,-1.33,5/8,2356483955.0
NOVT,usNOVT.OQ,Novanta Inc. Common Stock,其他,电子设备制造,2026-09-01,143.67,-9.9,-0.7,-1.74,5/8,5444246169.0
NSIT,usNSIT.OQ,Insight Enterprises Inc. Common Stock,非必需消费,电子器件,2026-09-01,154.07,12.2,-1.52,-1.88,7/8,4456035896.0
NFLX,usNFLX.OQ,Netflix Inc. Common Stock,非必需消费,影视动漫,2026-09-01,80.81,9.8,-0.24,-0.3,5/8,339194526007.0
NTSK,usNTSK.OQ,Netskope Inc. Class A Common Stock,科技,计算机软件,2026-09-01,14.05,1.8,-7.6,-8.23,5/8,5622617194.0
NVAX,usNVAX.OQ,Novavax Inc. Common Stock,医疗保健,生物医药,2026-09-01,10.12,32.1,9.15,8.0,7/8,1519150136.0
OKTA,usOKTA.OQ,Okta Inc. Class A Common Stock,科技,互联网服务,2026-09-01,166.43,12.6,-2.62,-3.82,5/8,23363186003.0
NWL,usNWL.OQ,Newell Brands Inc. Common Stock,工业,其他家电,2026-09-01,5.94,-2.0,-2.82,-4.96,5/8,2538364000.0
OCTV,usOCTV.OQ,Octave Intelligence plc Class B Ordinary Shares,科技,计算机软件,2026-09-01,19.5,-0.8,-1.74,-2.5,6/8,4992942857.0
PI,usPI.OQ,Impinj Inc. Common Stock,科技,电子元件,2026-09-01,168.19,0.3,-2.07,-3.52,6/8,4865790270.0
PANW,usPANW.OQ,Palo Alto Networks Inc. Common Stock,科技,通信设备,2026-09-01,362.09,-1.2,-4.47,-5.24,5/8,276537650000.0
PAYX,usPAYX.OQ,Paychex Inc. Common Stock,工业,计算机软件,2026-09-01,125.64,5.9,-1.13,-1.34,6/8,44417675557.0
PHAT,usPHAT.OQ,Phathom Pharmaceuticals Inc. Common Stock,医疗保健,化学制药,2026-09-01,9.39,11.1,0.75,-1.88,6/8,709501191.0
PCRX,usPCRX.OQ,Pacira BioSciences Inc. Common Stock,医疗保健,化学制药,2026-09-01,26.47,-4.2,2.42,2.2,7/8,1032422847.0
PLSE,usPLSE.OQ,Pulse Biosciences Inc Common Stock (DE),医疗保健,医疗器械,2026-09-01,52.09,36.5,6.05,3.5,6/8,3430617397.0
PCTY,usPCTY.OQ,Paylocity Holding Corporation Common Stock,科技,专业服务,2026-09-01,156.02,8.9,-1.94,-2.62,7/8,8066780655.0
PEGA,usPEGA.OQ,Pegasystems Inc. Common Stock,科技,计算机软件,2026-09-01,36.68,15.8,0.69,-0.35,8/8,5561819289.0
PLMR,usPLMR.OQ,Palomar Holdings Inc. Common stock,金融,非银行金融,2026-09-01,131.86,-2.8,0.14,-0.54,5/8,3469196973.0
PLUS,usPLUS.OQ,ePlus inc. Common Stock,科技,计算机软件,2026-09-01,86.58,-10.5,-1.28,-1.58,5/8,2247950415.0
PSKY,usPSKY.OQ,Paramount Skydance Corporation Class B Common Stock,工业,影视动漫,2026-09-01,10.55,25.9,-3.02,-3.3,6/8,12049697666.0
PRGS,usPRGS.OQ,Progress Software Corporation Common Stock (DE),科技,计算机软件,2026-09-01,45.22,8.1,-0.83,-2.27,6/8,1785293365.0
PRDO,usPRDO.OQ,Perdoceo Education Corporation Common Stock,房地产,教育,2026-09-01,32.99,0.7,-0.88,-0.24,5/8,2093828260.0
PRCH,usPRCH.OQ,Porch Group Inc. Common Stock,科技,计算机软件,2026-09-01,17.36,5.1,0.93,2.18,5/8,2275421079.0
QCOM,usQCOM.OQ,QUALCOMM Incorporated Common Stock,科技,通信设备,2026-09-01,165.71,2.4,-0.47,-2.27,5/8,171944297546.0
PURR,usPURR.OQ,Hyperliquid Strategies Inc Common Stock,金融,非银行金融,2026-09-01,11.36,66.8,-6.57,-7.27,5/8,2318516268.0
PTEN,usPTEN.OQ,Patterson-UTI Energy Inc. Common Stock,能源,石油天然气,2026-09-01,12.79,27.8,3.15,1.99,8/8,4481272270.0
RDVT,usRDVT.OQ,Red Violet Inc. Common Stock,科技,专业服务,2026-09-01,75.56,8.4,3.55,3.28,8/8,1115264763.0
QRVO,usQRVO.OQ,Qorvo Inc. Common Stock,科技,半导体,2026-09-01,96.4,1.4,0.74,0.33,5/8,8392965055.0
RIGL,usRIGL.OQ,Rigel Pharmaceuticals Inc. Common Stock,医疗保健,生物医药,2026-09-01,47.5,22.7,2.36,2.86,6/8,868240079.0
QMCO,usQMCO.OQ,Quantum Corporation Common Stock,科技,计算机硬件,2026-09-01,24.17,111.1,2.76,-0.66,6/8,914706123.0
PODD,usPODD.OQ,Insulet Corporation Common Stock,医疗保健,医疗器械,2026-09-01,148.38,-11.1,1.27,-0.19,6/8,9944005053.0
REPL,usREPL.OQ,Replimune Group Inc. Common Stock,医疗保健,生物医药,2026-09-01,15.67,31.5,1.63,2.42,5/8,1496207788.0
ROP,usROP.OQ,Roper Technologies Inc. Common Stock,工业,综合,2026-09-01,418.31,6.5,-1.51,-1.49,6/8,40873753207.0
RPRX,usRPRX.OQ,Royalty Pharma plc Class A Ordinary Shares,医疗保健,化学制药,2026-09-01,62.32,8.9,1.59,1.48,6/8,35535074407.0
SAIL,usSAIL.OQ,SailPoint Inc. Common Stock,科技,计算机软件,2026-09-01,19.23,10.5,-5.34,-6.47,5/8,10334074205.0
SAFT,usSAFT.OQ,Safety Insurance Group Inc. Common Stock,金融,非银行金融,2026-09-01,103.16,0.8,0.35,0.33,5/8,1521485154.0
SBLK,usSBLK.OQ,Star Bulk Carriers Corp. Common Shares,非必需消费,港口航运,2026-09-01,31.05,13.4,1.27,0.58,5/8,3299061837.0
SBAC,usSBAC.OQ,SBA Communications Corporation Class A Common Stock,房地产,房地产开发,2026-09-01,188.81,1.2,-0.36,-0.45,7/8,19730266698.0
SGRY,usSGRY.OQ,Surgery Partners Inc. Common Stock,医疗保健,计算机软件,2026-09-01,14.6,-6.7,5.51,5.11,5/8,1838092370.0
SDGR,usSDGR.OQ,Schrodinger Inc. Common Stock,医疗保健,化学制药,2026-09-01,20.84,33.2,5.59,6.87,7/8,1456465577.0
SBRA,usSBRA.OQ,Sabra Health Care REIT Inc. Common Stock,房地产,房地产开发,2026-09-01,20.94,2.9,2.06,2.7,5/8,5367272504.0
SLN,usSLN.OQ,Silence Therapeutics Plc American Depository Share,医疗保健,生物医药,2026-09-01,14.74,32.0,9.34,8.94,6/8,633204000.0
SLAB,usSLAB.OQ,Silicon Laboratories Inc. Common Stock,科技,半导体,2026-09-01,219.12,0.3,0.11,0.03,6/8,7301648310.0
SMMT,usSMMT.OQ,Summit Therapeutics Inc. Common Stock,医疗保健,化学制药,2026-09-01,14.16,2.9,2.68,3.96,5/8,11351976836.0
SLDE,usSLDE.OQ,Slide Insurance Holdings Inc. Common Stock,金融,非银行金融,2026-09-01,23.29,13.2,-0.3,0.17,5/8,2727553639.0
SNDK,usSNDK.OQ,Sandisk Corporation Common Stock,科技,计算机硬件,2026-09-01,1536.87,7.7,0.8,-1.9,5/8,219536257529.0
SMPL,usSMPL.OQ,The Simply Good Foods Company Common Stock,必需消费,食品,2026-09-01,11.38,0.4,3.22,-0.61,7/8,932374144.0
SOLS,usSOLS.OQ,Solstice Advanced Materials Inc. Common Stock,工业,航空航天装备,2026-09-01,61.73,-2.7,-0.25,-2.62,6/8,8954226191.0
SPT,usSPT.OQ,Sprout Social Inc Class A Common Stock,科技,计算机软件,2026-09-01,11.47,31.1,1.12,0.79,7/8,644701136.0
SPSC,usSPSC.OQ,SPS Commerce Inc. Common Stock,科技,互联网服务,2026-09-01,82.93,11.7,-2.45,-2.89,6/8,2897294004.0
SRPT,usSRPT.OQ,Sarepta Therapeutics Inc. Common Stock (DE),医疗保健,生物医药,2026-09-01,21.33,30.1,1.15,1.43,6/8,2055501829.0
STNE,usSTNE.OQ,StoneCo Ltd. Class A Common Shares,科技,计算机软件,2026-09-01,9.66,-14.0,-0.15,-0.41,6/8,2398066563.0
SWKS,usSWKS.OQ,Skyworks Solutions Inc. Common Stock,科技,半导体,2026-09-01,67.41,0.9,1.05,0.6,6/8,10024496737.0
TARS,usTARS.OQ,Tarsus Pharmaceuticals Inc. Common Stock,医疗保健,生物医药,2026-09-01,74.05,21.2,1.42,-0.26,7/8,3100333667.0
TEAM,usTEAM.OQ,Atlassian Corporation Class A Common Stock,科技,计算机软件,2026-09-01,187.03,69.5,-2.22,-3.68,7/8,42646296163.0
TBLA,usTBLA.OQ,Taboola.com Ltd. Ordinary Shares,科技,计算机软件,2026-09-01,3.73,-29.5,-0.61,0.0,5/8,940391762.0
TENB,usTENB.OQ,Tenable Holdings Inc. Common Stock,科技,计算机软件,2026-09-01,35.47,-1.3,-6.41,-7.02,5/8,3707311828.0
TGTX,usTGTX.OQ,TG Therapeutics Inc. Common Stock,医疗保健,生物医药,2026-09-01,56.09,15.1,2.98,3.3,5/8,8423389987.0
TH,usTH.OQ,Target Hospitality Corp. Common Stock,非必需消费,休闲服务,2026-09-01,18.07,13.0,-2.93,-2.43,5/8,1671681038.0
TMUS,usTMUS.OQ,T-Mobile US Inc. Common Stock,Telecommunications,通信运营,2026-09-01,182.16,3.4,1.22,0.95,6/8,192662548411.0
TRMD,usTRMD.OQ,TORM plc Class A Common Stock,非必需消费,港口航运,2026-09-01,33.21,13.1,2.04,1.22,7/8,3048087827.0
TSLA,usTSLA.OQ,Tesla Inc. Common Stock,工业,汽车,2026-09-01,356.09,8.8,-0.91,-3.22,6/8,1365832479793.0
TTD,usTTD.OQ,The Trade Desk Inc. Class A Common Stock,科技,互联网服务,2026-09-01,13.78,-28.7,1.22,0.44,6/8,6122538928.0
UPWK,usUPWK.OQ,Upwork Inc. Common Stock,科技,计算机软件,2026-09-01,9.19,-5.1,2.06,1.77,7/8,1079165074.0
URBN,usURBN.OQ,Urban Outfitters Inc. Common Stock,非必需消费,零售,2026-09-01,79.29,0.5,-1.41,-1.74,5/8,7103430135.0
ULTA,usULTA.OQ,Ulta Beauty Inc. Common Stock,非必需消费,零售,2026-09-01,545.66,0.3,2.64,1.59,6/8,23351363842.0
VIR,usVIR.OQ,Vir Biotechnology Inc. Common Stock,医疗保健,生物医药,2026-09-01,11.63,26.8,5.94,6.31,8/8,1874912815.0
VNOM,usVNOM.OQ,Viper Energy Inc. Class A Common Stock,能源,石油天然气,2026-09-01,45.39,8.9,1.81,1.34,6/8,15887190117.0
VRSK,usVRSK.OQ,Verisk Analytics Inc. Common Stock,科技,专业服务,2026-09-01,194.35,0.8,0.9,0.29,7/8,24452409974.0
VSNT,usVSNT.OQ,Versant Media Group Inc. Class A Common Stock,工业,影视动漫,2026-09-01,40.31,10.8,-1.08,-1.97,6/8,5450373739.0
WAY,usWAY.OQ,Waystar Holding Corp. Common Stock,科技,电子设备制造,2026-09-01,25.76,8.4,-0.95,-1.6,7/8,4634559215.0
VSTM,usVSTM.OQ,Verastem Inc. Common Stock,医疗保健,生物医药,2026-09-01,7.61,31.0,4.94,5.4,7/8,669263829.0
WDAY,usWDAY.OQ,Workday Inc. Class A Common Stock,科技,计算机软件,2026-09-01,198.38,15.8,-0.2,0.47,6/8,47115250000.0
WIX,usWIX.OQ,Wix.com Ltd. Ordinary Shares,科技,互联网服务,2026-09-01,88.38,32.3,0.94,0.15,7/8,3443796260.0
WFRD,usWFRD.OQ,Weatherford International plc Ordinary Shares,非必需消费,石油天然气,2026-09-01,94.52,6.0,-0.87,-3.32,6/8,6308318984.0
WMG,usWMG.OQ,Warner Music Group Corp. Class A Common Stock,非必需消费,影视动漫,2026-09-01,27.97,9.2,-0.65,-0.85,5/8,14610455848.0
WLDN,usWLDN.OQ,Willdan Group Inc. Common Stock,非必需消费,建筑施工,2026-09-01,87.34,14.1,-0.69,-0.69,6/8,1309045901.0
XP,usXP.OQ,XP Inc. Class A Common Stock,金融,非银行金融,2026-09-01,18.72,10.3,4.32,2.69,7/8,9231135634.0
ZYME,usZYME.OQ,Zymeworks Inc. Common Stock,医疗保健,化学制药,2026-09-01,29.67,30.2,2.38,0.88,7/8,2079460558.0
ACA,usACA.N,Arcosa Inc. Common Stock,工业,建筑施工,2026-09-01,145.48,0.2,0.1,0.12,5/8,7133255075.0
ACM,usACM.N,AECOM Common Stock,非必需消费,建筑施工,2026-09-01,66.23,-12.6,-2.17,-1.78,7/8,8379424232.0
ACN,usACN.N,Accenture plc Class A Ordinary Shares (Ireland),非必需消费,计算机软件,2026-09-01,188.09,10.4,-0.6,-0.88,6/8,121073001890.0
ADM,usADM.N,Archer-Daniels-Midland Company Common Stock,必需消费,农业,2026-09-01,84.55,6.5,4.49,4.01,7/8,38600143002.0
